correo,empresa,sector,prioridad,estado,fecha_envio,notas
gareloinsas@yahoo.com.co,GESTION DE SERVICIOS AMBIENTALES EN RESIDUOS LOCATIVOS E INSTITUCIONALES SAS,Servicios públicos,2,,,
acrgaiarec@yahoo.com,ASOCIACION COLOMBIANA DE RECICLADORES GAIAREC,Servicios públicos,2,,,
cooprafcol@gmail.com,COOPERATIVA MULTIACTIVA DE RECICLADORES FONTIBON POR COLOMBIA,Servicios públicos,2,,,
reci-asosemilleros@hotmail.com,Asociación de recicladores Semilleros del futuro para un ambiente mejor,Servicios públicos,2,,,
asoparein974@gmail.com,ASOCIACIÓN  DE PUENTE ARANDA RECICLADORES INDEPENDIENTES,Servicios públicos,2,,,
asofrain@gmail.com,ASOCIACIÓN EMPRESARIAL DE FAMILIAS RECUPERADORAS AMBIENTALES COLOMBIANAS E.S.P.,Servicios públicos,2,,,
amure.planet_2017@hotmail.com,ASOCIACION MUNDIAL DEL RECICLADOR POR EL PLANETA,Servicios públicos,2,,,
arpuesreciclal19@gmail.com,ASOCIACION DE RECICLADORES PLANETARIA UNIDOS SOSTENIBLE,Servicios públicos,2,,,
ambiental@estrategia5.com,ASOCIACIÓN AL SERVICIO DEL RECICLAJE MUNDO UNIDO,Servicios públicos,2,,,
unmejorambientepositivo@gmail.com,ASOCIACION SOLUCIONES AMBIENTALES POSITIVAS,Servicios públicos,2,,,
dsoto@interaseo.com.co,INTERASEO AEROPUERTO S.A.S. E.S.P.,Servicios públicos,2,,,
asociacionaremat1@gmail.com,ASOCIACION DE RECUPERADORES DE MATATIGRES,Servicios públicos,2,,,
tatiana.ardila@empacor.com,BIOFIBRAS SAS ESP,Servicios públicos,2,,,
admon.ecomundosas@gmail.com,Eco Mundo Concept SAS,Servicios públicos,2,,,
rcpolania@yahoo.com,ASOCIACION MUNDIAL AMIGOS DEL RECICLAJE ESP,Servicios públicos,2,,,
acorec2017@gmail.com,ASOCIACION COLOMBIANA DE RECICLADORES,Servicios públicos,2,,,
victorpo01@gmail.com,ASOCIACION ORA DE RECICLADORES NUEVA GENERACION,Servicios públicos,2,,,
adersaasociados@gmail.com,ASOCIACION DE RECUPERADORES SOLIDARIOS CON EL MEDIO AMBIENTE,Servicios públicos,2,,,
asoreciklar.esp@gmail.com,ASOCIACION DE RECICLADORES PUNTO CALIDAD DE VIDA E.S.P,Servicios públicos,2,,,
ecociudad.ambiente@gmail.com,ECOCIUDAD S.A.S,Servicios públicos,2,,,
asorocaverde17@gmail.com,asociacion recuperadores del reciclaje roca verde,Servicios públicos,2,,,
aprovechamiento@ekoplanet.com.co,EKOPLANET S.A.S. E.S.P.,Servicios públicos,2,,,
arlaunion2019@gmail.com,ASOCIACIÓN GREMIAL DE RECICLADORES LA UNION E.S.P.,Servicios públicos,2,,,
fundarevivir.bogota@gmail.com,FUNDACIÓN DE RECICLADORES AMBIENTALISTAS DE COLOMBIA,Servicios públicos,2,,,
gerencia@furvin.com.co,Fundación Recicla - Vida Integral,Servicios públicos,2,,,
asoambientalesp@gmail.com,ASOCIACIÓN GREMIAL DE RECICLAJE ASOAMBIENTAL CHIA E.S.P,Servicios públicos,2,,,
recicladores.arnu@gmail.com,ASOCIACION DE RECICLADORES DE OFICIO NUEVA VISION,Servicios públicos,2,,,
asoecousaquen@gmail.com,asociacion de recuperadores activos de usaquen esp,Servicios públicos,2,,,
corpocarrecol@gmail.com,CORPORACIÓN DE RECICLADORES DE BOSA,Servicios públicos,2,,,
corpoarcobogota@gmail.com,CORPORACION CORPOARCO (CORPORACION AMBIENTALISTA DE RECUPERADORES DE COLOMBIA),Servicios públicos,2,,,
recure.esp@gmail.com,Asociacion Colombiana de Reciclaje y Recuperacion Reutiliza Esp,Servicios públicos,2,,,
arbolvl11@gmail.com,ASOCIACIÓN DE RECICLADORES BOGOTA V,Servicios públicos,2,,,
funjuncol@gmail.com,FUNDACIÓN PROGRESANDO JUNTOS POR COLOMBIA,Servicios públicos,2,,,
fundaciongeoverde@gmail.com,Fundación Geo Verde,Servicios públicos,2,,,
agreunidosesp@gmail.com,ASOCIACIÓN GREMIAL DE RECUPERADORES UNIDOS ESP,Servicios públicos,2,,,
diana.espinosa@aseoregional.com,PROMOAMBIENTAL DISTRITO S A S ESP,Servicios públicos,2,,,
adrian.toloza@bogotalimpia.com,BOGOTA LIMPIA S.A.S. E.S.P.,Servicios públicos,2,,,
asociacionrecoplanetesp@gmail.com,ASOCIACION RECOPLANET E.S.P. SAS,Servicios públicos,2,,,
asorecicla2018@gmail.com,ASOCIACION DE RECICLADORES CANO JESUS,Servicios públicos,2,,,
crojas@arealimpia.com.co,Area Limpia Distrito Capital S.A.S E.S.P,Servicios públicos,2,,,
ecocolombiaesp2017@gmail.com,Asociacion de reciclaje y recuperacion eco colombia esp,Servicios públicos,2,,,
ecoambientalesp2017@gmail.com,asociacion de reciclaje y recuperacion eco ambiental esp,Servicios públicos,2,,,
asosoamsoacha@gmail.com,asociacion de recicladores de soacha soluciones ambientales,Servicios públicos,2,,,
asociacionleonverde@gmail.com,ASOCIACION DE RECICLADORES LEON VERDE ESP,Servicios públicos,2,,,
prerenavi@gmail.com,PRECOOPERATIVA DE RECICLADORES NATURALEZA VIVA UPZ 89,Servicios públicos,2,,,
ar5rscolombia@gmail.com,Asociación de recicladores 5rs,Servicios públicos,2,,,
agrucolesp2018@gmail.com,ASOCIACION GRUPAL DE RECICLADORES UNIDOS POR COLOMBIA ESP,Servicios públicos,2,,,
asociacionrecil@gmail.com,Asociación de recicladores por una Ciudad Limpia,Servicios públicos,2,,,
agr.estrellaesp@gmail.com,ASOCIACION GREMIAL DE RECICLADORES ESTRELLA E.S.P.,Servicios públicos,2,,,
rcolombialimpia@gmail.com,ASOCIACIÓN DE RECICLADORES COLOMBIA LIMPIA,Servicios públicos,2,,,
echeverryantonio@outlook.es,ASOCIACION SOLIDARIA DE RECICLADORES DEL SERVICIO DE APROVECHAMIENTO,Servicios públicos,2,,,
info@arac.com.co,ASOCIACION DE RECUPERADORES AMBIENTALES DE CUNDINAMARCA,Servicios públicos,2,,,
asoras03@gmail.com,ASOCIACIÓN DE RECICLADORES AMBIENTALISTAS DEL SUR BOGOTA I,Servicios públicos,2,,,
asociaciongloboambiental@gmail.com,ASOCIACION DE RECICLADORES GLOBO AMBIENTAL,Servicios públicos,2,,,
aireurbanoesp@gmail.com,ASOCIACION INTEGRAL DE RECICLADORES ECOLOGICOS ESP,Servicios públicos,2,,,
cicloreciclo1@gmail.com,CICLORECICLO SAS,Servicios públicos,2,,,
colombiareciclamejor@hotmail.com,ASOCIACION ORA TODOS RECICLAMOS POR UN MEJOR AMBIENTE ESP,Servicios públicos,2,,,
arjahma@gmail.com,asociacion de recicladores jovenes de ayer y hoy medio ambiental,Servicios públicos,2,,,
asociacionarpaesp@gmail.com,ASOCIACION DE RECICLADORES PROTECTORES Y PROMOTORES AMBIENTALES,Servicios públicos,2,,,
reciclajetva@gmail.com,ASOCIACIÓN DE RECICLADORES  TRANSFORMANDO VIDA AMBIENTAL,Servicios públicos,2,,,
asoimpactoambiental@gmail.com,ASOIMPACTO AMBIENTAL,Servicios públicos,2,,,
rutadeaprovechamientosas@gmail.com,RUTA DE APROVECHAMIENTO S.A.S. E.S.P,Servicios públicos,2,,,
asorecicladoresecoatlantico@gmail.com,Asociación de Recicladores Eco Atlántico,Servicios públicos,2,,,
asoplama2018@gmail.com,ASOCIACIION DE PROFESIONALES PARA EL DESARROLLO DE PROYECTOS DE INVERSION PUBLIC,Servicios públicos,2,,,
corporeciclam@gmail.com,CORPORACIÓN PARA EL DESARROLLO INTEGRAL DE SERVICIOS AMBIENTALES Y DE RECICLAJE ,Servicios públicos,2,,,
asociacionarmen2019@gmail.com,Asociación de Recicladores Mundo Ecológico de Bogotá,Servicios públicos,2,,,
recfuturoesp@gmail.com,ASOCIACIÓN NACIONAL DE RECUPERADORES  RECICLANDO PARA EL FUTURO E.S.P.,Servicios públicos,2,,,
reciclamas@gestoresambientales.com.co,RECICLAMAS GESTORES AMBIENTALES S.A.S,Servicios públicos,2,,,
aprocolombia@gmail.com,APROVECHAMIENTO COLOMBIANO DE RECICLAJE SAS ESP,Servicios públicos,2,,,
asoerc@hotmail.com,ASOCIACION ECO RECICLAJE CAPITAL ERC,Servicios públicos,2,,,
ecosaim.esp@gmail.com,SOLUCIONES AMBIENTALES MARIN,Servicios públicos,2,,,
reciclandoporcolombiaesp@gmail.com,asociacion de recicladores reciclando por colombia esp,Servicios públicos,2,,,
asociacionderecicladoresaral1@gmail.com,Asociación de Recicladores y Recuperadores Ambientales por Bogotá Limpia,Servicios públicos,2,,,
asociacion.ecohabitat@gmail.com,ASOCIACION DE RECICLADORES DE OFICIO  ECOHABITAT,Servicios públicos,2,,,
huellaambientalesp@gmail.com,ASOCIACION DE RECICLADORES HUELLA AMBIENTAL DE COLOMBIA ESP,Servicios públicos,2,,,
acre.esp@gmail.com,AMBIENTE Y CRECIMIENTO S.A.S,Servicios públicos,2,,,
arodat819@gmail.com,ASOCIACION DE RECICLADORES DE OFICIO AMIGOS DE LA TIERRA,Servicios públicos,2,,,
latingreenesp@gmail.com,LATIN GREEN S.A E.S.P,Servicios públicos,2,,,
ariel14011@yahoo.com,ASOCIACIÓN DE RECICLADORES COLOMBIA SOSTENIBLE INDUSTRIAL,Servicios públicos,2,,,
gcia.aprovechamientocircular@gmail.com,Aprovechamiento Circular,Servicios públicos,2,,,
areaverdeo710@gmail.com,ASOCIACION DE RECICLADORES AMBIENTALES DE OFICIO,Servicios públicos,2,,,
gerencia@asorecicladorestrebol.com,ASOCIACION DE RECICLADORES EL TREBOL,Servicios públicos,2,,,
reciclajevr@gmail.com,ASOCIACION DE RECICLADORES RECICLAJE VR,Servicios públicos,2,,,
acregupesp@gmail.com,Asociación colombiana de recicladores guardianes del planeta,Servicios públicos,2,,,
todoslospitufosreciclan@gmail.com,asociacion de recicladores los pitufos,Servicios públicos,2,,,
asocer2019@gmail.com,ASOCIACION COLOMBIANA Y EMPRESARIAL DE RECICLAJE S.A.S.  E.S.P.,Servicios públicos,2,,,
asociacioncolombianaderesiduos@gmail.com,ASOCIACION COLOMBIANA DE RESIDUOS APROVECHABLES,Servicios públicos,2,,,
asodesacolmena@gmail.com,Asociación para el desarrollo social y recuperación ambiental colmena,Servicios públicos,2,,,
respiramossasesp@gmail.com,RESPIRAMOS S.A.S E.S.P,Servicios públicos,2,,,
ecoclean1920@gmail.com,ASOCIACIÓN DE RECICLAJE PRIVADA  ECOCLEAN S.A.S.  E.S.P.,Servicios públicos,2,,,
gerencia@recuperadoresnatura.com,ASOCIACION DE RECUPERADORES NATURA,Servicios públicos,2,,,
asomegarec@gmail.com,ASICIACION MEGAREC,Servicios públicos,2,,,
arecca111@gmail.com,ASOCIACION DE RECICLADORES CONSTRUYENDO CAMINOS,Servicios públicos,2,,,
jairoegc945@gmail.com,ASOCIACION AMBIENTAL DE RECICLADORES BOSA,Servicios públicos,2,,,
gerenciaunmejorvivir@gmail.com,ASOCIACIÓN DE RECICLADORES UN MEJOR VIVIR,Servicios públicos,2,,,
operaciones.goplanet@gmail.com,ASOCIACION DE RECUPERACION AMBIENTAL GO PLANET,Servicios públicos,2,,,
sandrabeltran0805@gmail.com,ASOCIACIÓN COLOMBIANA DE RECICLADORES VENDEDORES,Servicios públicos,2,,,
asocyoreciclo@gmail.com,ASOCIACION YO RECICLO M&M,Servicios públicos,2,,,
asoigualdad.20@gmail.com,ASOCIACION DE RECICLADORES LA IGUALDAD Y EL DERECHO,Servicios públicos,2,,,
operaciones.greencol@gmail.com,ASOCIACION DE RECICLADORES DE OFICIO GREENCOL,Servicios públicos,2,,,
asoplanetareciclable@gmail.com,ASOCIACION PLANETA RECICLABLE ASOPLANET,Servicios públicos,2,,,
asonasoref@gmail.com,ASOCIACION DE RECICLADORES POR UN FUTURO MEJOR,Servicios públicos,2,,,
asoarap@gmail.com,asociación de recicladores ambiente y progreso,Servicios públicos,2,,,
asociacionrevimer@gmail.com,ASOCIACION DE RECICLADORES POR UNA VIDA MEJOR,Servicios públicos,2,,,
asorefer6@gmail.com,ASOCIACION DE RECUPERADORES LAS FERIAS,Servicios públicos,2,,,
asociacionderecicladoresorbe@gmail.com,asociación de recicladores orbe,Servicios públicos,2,,,
asoreca1@gmail.com,ASOCIACION DE RECICLADORES CAMINANDO AL FUTURO,Servicios públicos,2,,,
asonuevomananaesp@gmail.com,ASOCIACION DE RECICLADORES NUEVO MAÑANA ESP,Servicios públicos,2,,,
yoreciclo2020@gmail.com,ASOCIACIÓN DE RECICLADORES YO RECICLO,Servicios públicos,2,,,
asoredalaprosperidad@gmail.com,ASOCIACION DE RECICLADORES LA PROPERIDAD,Servicios públicos,2,,,
asoterraesp@gmail.com,ASOCIACION DE RECICLADORES TIERRA NUEVA ESP,Servicios públicos,2,,,
aenrecuperaciondematerial@gmail.com,asociación de recicladores en recuperación de material,Servicios públicos,2,,,
coaseo2020@gmail.com,COMPAÑIA DE ASEO AMBENTAL S.A.S E.S.P,Servicios públicos,2,,,
recifuturo089@gmail.com,ASOCIACION DE RECICLADORES RECIFUTURO,Servicios públicos,2,,,
asociacionecopras.20@outlook.es,ASOCIACION DE RECICLADORES ECOPRAS,Servicios públicos,2,,,
empocores@gmail.com,EMPRESA COLOMBIANA DE RECICLAJE SOACHA SAS E.S.P.,Servicios públicos,2,,,
soaseo2020@gmail.com,SOCIEDAD AMBIENTAL DE ASEO S.A.S E.S.P,Servicios públicos,2,,,
asociaiconplaneta.a@gmail.com,ASOCIACION DE RECUPERADORES PLANETA AZUL+,Servicios públicos,2,,,
ccrsasesp@gmail.com,COMPAÑIA COLOMBIANA DE RECICLAJE SAS ESP,Servicios públicos,2,,,
asiprocol@gmail.com,ASOCIACION INTREGAL Y POPULAR DE RECICLADORES DE OFICIO DE COLOMBIA,Servicios públicos,2,,,
recicladoramundonuevo.e.s.p.d@gmail.com,ASOCIACIÓN NACIONAL DE RECICLADORES MUNDO NUEVO,Servicios públicos,2,,,
asomundoeco03@gmail.com,ASO MUNDO ECOLOGICO,Servicios públicos,2,,,
araquabogota@gmail.com,ASOCIACION DE RECICLADORES AQUA UNIDOS POR EL AMBIENTE,Servicios públicos,2,,,
asopollitos2015@gmail.com,ASO POLLITOS,Servicios públicos,2,,,
asociacionrecicladoresh.v@gmail.com,ASOCIACION DE RECICLADORES HERENCIA VERDE,Servicios públicos,2,,,
ecodezasociacion@gmail.com,Asociación de recolectores,Servicios públicos,2,,,
lilyanamoramartinez@gmail.com,asociación colombiana de recuperadores ambientales,Servicios públicos,2,,,
recycleanesp@gmail.com,RECYCLEAN SAS ESP,Servicios públicos,2,,,
huellaverdeasociacion@gmail.com,ASOCIACION NACIONAL HUELLA VERDE AMBIENTAL,Servicios públicos,2,,,
aprovechamiento@pravne.com.co,ASOACIACION DE RECICLADORES EMPRENDEDORES DEL SUR,Servicios públicos,2,,,
asosalvandolatierra@gmail.com,ASO SALVANDO LA TIERRA BC,Servicios públicos,2,,,
asore.sionreciclaje@gmail.com,ASOCIACION DE RECICLADORES SION DE COLOMBIA,Servicios públicos,2,,,
lahuelladelambiente@gmail.com,Asociación de recicladores la huella del ambiente,Servicios públicos,2,,,
asociacionarocolv@gmail.com,ASOCIACION DE RECICLADORES DE OFICIO COLOMBIA VERDE,Servicios públicos,2,,,
asociacionrhemacol@gmail.com,ASOCIACION DE RECICLADORES MADEREROS DE COLOMBIA,Servicios públicos,2,,,
ambiaseo@gmail.com,PARQUE AMBIENTAL DE ASEO Y RECICLAJE SAS E.S.P.,Servicios públicos,2,,,
areciclaresp@gmail.com,ARECICLAR SAS ESP,Servicios públicos,2,,,
asoreway@gmail.com,ASOCIACION DE RECICLADORES WAY OF HOPE,Servicios públicos,2,,,
ecorecsol@gmail.com,ASOCIACION GESTION Y RECUPERACION ECOLOGICA,Servicios públicos,2,,,
ecoamigosdelplaneta0207@gmail.com,ASOCIACION DE RECICLADORES ECOAMIGOS DEL PLANETA,Servicios públicos,2,,,
asorehambiental@gmail.com,Asociacion de Recicladores Equilibrio Huella Ambiental,Servicios públicos,2,,,
asociacionamar2020@gmail.com,ASOCIACION MUNDO AMBIENTAL DE RECICLADORES,Servicios públicos,2,,,
aprorecicolesp@gmail.com,ASOCIACION GREMIAL PARA EL ASEO APROVECHAMIENTO Y RECICLAJE EN COLOMBIA E.S.P,Servicios públicos,2,,,
asoarem1@gmail.com,Asociacion de recicladores Eco Millenium,Servicios públicos,2,,,
asoarref@hotmail.com,ASOCIACION DE RECUPERADORES RENOVANDO EL FUTURO,Servicios públicos,2,,,
asorgreen@gmail.com,Asociacion de recicladores green world,Servicios públicos,2,,,
nuevageneraciondereciclaje@gmail.com,ASOCIACION NUEVA GENERACION DE RECICLADORES UNIDOS POR BTA,Servicios públicos,2,,,
arocom2020@gmail.com,ASOCIACION DE RECICLADORES COMPROMETIDOS Y ORGANIZADOS,Servicios públicos,2,,,
recuperadoresambientales20@gmail.com,ASOCIACION DE RECUPERADORES AMBIENTALES UNIDOS POR UN MEJOR MAÑANA,Servicios públicos,2,,,
asoreesur2020@gmail.com,ASOCIACIÓN DE RECICLADORES LA ESTRELLA DEL SUR,Servicios públicos,2,,,
asociacionecofamiliaesp@gmail.com,ASOCIACION DE RECICLADORES ECOFAMILIA ESP,Servicios públicos,2,,,
bogotareciclad.c@hotmail.com,ASOCIACION DE RECICLADORES BOGOTA RECICLA DISTRITO CAPITAL ESP,Servicios públicos,2,,,
estefania091800@gmail.com,ASOCIACION DE RECICLADORES PRESERVANDO EL MEDIO AMBIENTE,Servicios públicos,2,,,
gerencia@corpogecko-esp.com.co,CORPORACION DE RECICLADORES GECKO-E.S.P.,Servicios públicos,2,,,
asociacionasoaprovec@gmail.com,ASOCIACION DE BIOSOLUCIONES Y APROVECHAMIENTO,Servicios públicos,2,,,
asoproamb@gmail.com,ASOCIACION DE RECUPERADORES PROAMBIENTE SOSTENIBLE,Servicios públicos,2,,,
asogeneracion@gmail.com,ASOCIACION GENERACION NUEVA DE RECICLAJE,Servicios públicos,2,,,
asociacionarver@gmail.com,ASOCIACION DE RECUPERACION ECOLOGICA AMBIENTE VERDE,Servicios públicos,2,,,
asociacion.asovivercm@gmail.com,ASOCIACION DE RECUPERACION ECOLOGICA VIDA VERDE,Servicios públicos,2,,,
mundomejoresp@hotmail.com,ASOCIACION DE RECICLADORES MUNDO MEJOR ESP,Servicios públicos,2,,,
ecolimpieza.ambiental@gmail.com,ASOCIACION DE RECICLADORES ECOLIMPIEZA AMBIENTAL KYP,Servicios públicos,2,,,
rdayanna313@gmail.com,ASOCIACION DE RECICLADORES RECICLAJE ESPECIAL,Servicios públicos,2,,,
maife1224@hotmail.com,ASOCIACION DE RECICLADORES P&L,Servicios públicos,2,,,
a.b.ariza@hotmail.com,Asociacion de Recicladores GREEN PLANET,Servicios públicos,2,,,
asociacion3rrr@gmail.com,ASOCIACION DE RECICLADORES LAS 3R,Servicios públicos,2,,,
andrea1992daza@hotmail.com,ASOCIACION DE RECICLADORES NATURALEZA VIVA,Servicios públicos,2,,,
tatucoesp@gmail.com,ASOCIACION GREMIAL DE RECICLADORES TATUCO ESP,Servicios públicos,2,,,
asociacionandromedaesp@gmail.com,ASOCIACIÓN NACIONAL DE RECUPERADORES ORGANIZADOS POR EL MEDIO AMBIENTE,Servicios públicos,2,,,
unidosporcolombia50@gmail.com,ASOCIACION DE RECUPERADORES UNIDOS POR UNA COLOMBIA,Servicios públicos,2,,,
asoverde.o@gmail.com,AMBIENTAL DE RECUPERADORES VERDE OLIVO ASOCIACION,Servicios públicos,2,,,
asociacionciudadverde@gmail.com,ASOACIÓN CIUDAD VERDE,Servicios públicos,2,,,
aso.aprobecol@gmail.com,ASOCIACION DE APROVECHAMIENTO ECOLOGICO DE BOGOTA,Servicios públicos,2,,,
asocomundomp@gmail.com,ASOCIACION COLOMBIANA DE RECICLADORES MUNDO ECOLOGICO MP,Servicios públicos,2,,,
a.rrterraverde@gmail.com,ASOCIACION DE RECUPERACION Y RECICLAJE TERRA VERDE,Servicios públicos,2,,,
yarlennyvera@hotmail.com,ASOCIACION DE RECICLADORES  VIDA NUEVA,Servicios públicos,2,,,
asoecore@gmail.com,ASOCIACION ECOLOGICA DE RECICLAJE,Servicios públicos,2,,,
asoreglob@gmail.com,ASOCIACION DE RECICLADORES GLOBAL RECYCLING,Servicios públicos,2,,,
crearfuturo.r@gmail.com,ASOCREAR FUTURO R.R,Servicios públicos,2,,,
vidamejordo.mi@gmail.com,RECICLAR PARA UNA MEJOR VIDA DO.MI,Servicios públicos,2,,,
dyrmetal@gmail.com,ASOCIACION DE USUARIOS DEL ACUEDUCTO ACUAPAZ,Servicios públicos,2,,,
escobaranatolio5@gmail.com,ASOCIACIÓN DE SUSCRIPTORES DEL ACUEDUCTO DINDAL,Servicios públicos,2,,,
willi.rey@hotmail.com,"ASOCIACION DE SUSCRIPTORES DEL ACUEDUCTO RURAL DE LAS VEREDAS MUNAR, QUERENTE Y ",Servicios públicos,2,,,
yennypotes11@hotmail.com,"EMPRESA DE SERVICIOS PUBLICOS DE ACUEDUCTO, ALCANTARILLADO Y ASEO DEL MUNICIPIO ",Servicios públicos,2,,,
contacto@empucol.com.co,EMPRESA DE SERVICIOS PÚBLICOS DE EL COLEGIO E.S.P.,Servicios públicos,2,,,
sandiego80@hotmail.com,"ASOCIACION MULTIACTIVA DE LAS VEREDAS BALSILLAS, LOS BALSOS, CORAMA, SAN ISIDRO ",Servicios públicos,2,,,
gestioncivilsas@gmail.com,"EMPRESA MUNICIPAL DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE FUNZA",Servicios públicos,2,,,
administracion@aguasdelnorte.co,ASOCIACION DE USUARIOS DEL ACUEDUCTO DE LAS VEREDAS DEL NORTE DE FUSAGASUGA,Servicios públicos,2,,,
sui@acuagyr.com,"EMPRESA DE AGUAS DE GIRARDOT, RICAURTE Y LA REGION S.A.  E.S.P.",Servicios públicos,2,,,
planeacionsui.eaaam@gmail.com,"EMPRESA DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE MADRID E.S.P.",Servicios públicos,2,,,
dhp67@hotmail.com,ASOCIACION DE USUARIOS DEL ACUEDUCTO DE LA VEREDA SAN ANTONIO APULO,Servicios públicos,2,,,
sippdbg@gmail.com,ASOCIACION DE USUARIOS DEL ACUEDUCTO DE LA VEREDA EL ARRAYAN,Servicios públicos,2,,,
acuasafra@hotmail.com,ASOCIACION DE USUARIOS DEL ACUEDUCTO ZONA URBANA DE SAN FRANCISCO,Servicios públicos,2,,,
acueducto.sanmiguel@hotmail.com,ASOCIACION DE USUARIOS DEL ACUEDUCTO SAN MIGUEL MUÑA SAN ANTONIO,Servicios públicos,2,,,
emarsaesp@gmail.com,EMPRESA DE ACUEDUCTO Y ALCANTARILLADO EL RINCON S A,Servicios públicos,2,,,
acueductocomunal@hotmail.com,ACUEDUCTO COMUNAL INTERVEREDAL CENTRO LA ESTACION LLANO GRANDE  PUNTA DE CRUZ. S,Servicios públicos,2,,,
municipiodeviani@yahoo.es,MUNICIPIO DE VIANI,Servicios públicos,2,,,
asociacionusuariosfdosalazar@hotmail.com,ASOCIACION DE USUARIOS DEL ACUEDUCTO FERNANDO SALAZAR  Y VEREDA  RIO DULCE,Servicios públicos,2,,,
gerente@emserfusa.com.co,EMPRESA DE SERVICIOS PUBLICOS DE FUSAGASUGA E.S.P,Servicios públicos,2,,,
jorgelbertot@gmail.com,UNIDAD ADMINISTRATIVA ESPECIAL DE SERVICIOS PUBLICOS DEL MUNICIPIO DE NUNCHIA,Servicios públicos,2,,,
serviciospublicosgachala@gmail.com,OFICINA DE SERVICIOS PUBLICOS  DE GACHALA,Servicios públicos,2,,,
espsalg@gmail.com,EMPRESA DE SERVICIOS PUBLICOS DE PUERTO SALGAR E.S.P.,Servicios públicos,2,,,
gerencia@acueductofacatativa.com,EMPRESA AGUAS DE FACATATIVA ACUEDUCTO ALCANTARILLADO ASEO Y SERVICIOS COMPLEMENT,Servicios públicos,2,,,
acueductolavega@gmail.com,"EMPRESA DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE LA VEGA ESP",Servicios públicos,2,,,
emsersopo@emsersopo.co,EMPRESA DE SERVICIOS PUBLICOS DE SOPO,Servicios públicos,2,,,
esppachocundinamarca@yahoo.es,EMPRESA DE SERVICIOS PUBLICOS DEL MUNICIPIO DE PACHO CUNDINAMARCA S.A. E.S.P.M.P,Servicios públicos,2,,,
diego.1005@hotmail.es,MUNICIPIO DE VIOTA,Servicios públicos,2,,,
sucuneta@gmail.com,ASOCIACION DE USUARIOS DE ACUEDUCTO REGIONAL DE RASGATA Y OTRAS DE LOS MUNICIPIO,Servicios públicos,2,,,
gerencia@acueductosantaana.com,EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE SANTA ANA E.S.P S.A,Servicios públicos,2,,,
acueductoauavic@hotmail.com,ASOCIACION DE USUARIOS DEL ACUEDUCTO REGIONAL DE LA VICTORIA Y LAS VEREDAS LA PI,Servicios públicos,2,,,
alcaldia.bojaca@gmail.com,SECRETARIA DE SERVICIOS PUBLICOS DOMICILIARIOS DE ACUEDUCTO ALCANTARILLADO Y ASE,Servicios públicos,2,,,
clublacalleja@gmail.com,ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL DE LAS VEREDAS LA CABAÑA - LA CAPILLA,Servicios públicos,2,,,
bettyfg2002@yahoo.com,ASOCIACION DE USUARIOS DE ACUEDUCTO Y ALCANTARILLADO EL OCASO,Servicios públicos,2,,,
